uid,analysisDate,namedLocation,domainID,siteID,plotID,plotType,setDate,collectDate,massSampleMixtureID,cnSampleID,cnSampleCode,sampleType,co2Trapped,d15N,d13C,nitrogenPercent,carbonPercent,CNratio,cnIsotopeQF,cnPercentQF,isotopeAccuracyQF,percentAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF
"2d6853c3-25a7-4fe7-823d-307a6d510694","2017-03-30","BART_033.basePlot.ltr","D01","BART","BART_033","tower","2016-09-19T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART033.20161011.NDL","NEON.LTR.BART033.20161011.NDL.CN",,"vegetation","N",-1.5,-30.9,0.50,50.40,105.8,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"fab304c7-9870-4cc1-bdcf-af1a26e9b5ad","2017-03-30","BART_047.basePlot.ltr","D01","BART","BART_047","tower","2016-09-20T16:00Z","2016-10-10T16:00Z","NEON.LTR.BART047.20161010.LVS","NEON.LTR.BART047.20161010.LVS.CN",,"vegetation","N",-3.1,-28.7,0.60,49.60,85.5,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"8008d20c-ace2-470c-8340-6ea4603873af","2017-03-30","BART_051.basePlot.ltr","D01","BART","BART_051","tower","2016-09-20T16:00Z","2016-10-10T16:00Z","NEON.LTR.BART051.20161010.NDL","NEON.LTR.BART051.20161010.NDL.CN",,"vegetation","N",-2.1,-30.0,0.50,52.10,105.2,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"77290fba-b395-4239-8a18-68eb0460cb8f","2017-03-30","BART_040.basePlot.ltr","D01","BART","BART_040","tower","2016-09-20T16:00Z","2016-10-10T16:00Z","NEON.LTR.BART040.20161010.LVS","NEON.LTR.BART040.20161010.LVS.CN",,"vegetation","N",-2.5,-28.5,0.60,49.60,89.8,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"87bde21c-2805-415a-8907-92e5aed82f60","2017-03-30","BART_047.basePlot.ltr","D01","BART","BART_047","tower","2016-09-20T16:00Z","2016-10-10T16:00Z","NEON.LTR.BART047.20161010.NDL","NEON.LTR.BART047.20161010.NDL.CN",,"vegetation","N",-1.6,-30.5,0.50,51.20,109.8,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"d85552a1-598a-4d90-bb81-d1fb3feeae95","2017-03-30","BART_051.basePlot.ltr","D01","BART","BART_051","tower","2016-09-20T16:00Z","2016-10-10T16:00Z","NEON.LTR.BART051.20161010.LVS","NEON.LTR.BART051.20161010.LVS.CN",,"vegetation","N",-2.9,-28.1,0.50,49.30,99.6,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"1197184d-a9ae-4e0b-9555-f0373aedb9bf","2017-03-30","BART_036.basePlot.ltr","D01","BART","BART_036","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART036.20161011.NDL","NEON.LTR.BART036.20161011.NDL.CN",,"vegetation","N",-2.5,-30.1,0.60,51.30,85.5,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"685e21c8-c863-4174-be2e-fe4776f3ec88","2017-03-30","BART_072.basePlot.ltr","D01","BART","BART_072","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART072.20161011.LVS","NEON.LTR.BART072.20161011.LVS.CN",,"vegetation","N",-3.0,-27.9,0.60,50.70,83.5,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"e1088d8e-1ce1-4e12-9d39-a8a26f64a4b8","2017-03-30","BART_042.basePlot.ltr","D01","BART","BART_042","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART042.20161011.NDL","NEON.LTR.BART042.20161011.NDL.CN",,"vegetation","N",-0.9,-30.5,0.50,51.70,95.4,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"2b8abcc6-6169-445e-9048-0729810b76aa","2017-03-30","BART_037.basePlot.ltr","D01","BART","BART_037","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART037.20161011.LVS","NEON.LTR.BART037.20161011.LVS.CN",,"vegetation","N",-3.6,-28.6,0.60,49.20,88.5,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"e6528605-f84d-4735-81c4-ca4e92ada4d7","2017-03-30","BART_036.basePlot.ltr","D01","BART","BART_036","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART036.20161011.LVS","NEON.LTR.BART036.20161011.LVS.CN",,"vegetation","N",-3.7,-28.5,0.50,50.50,105.1,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"365ddde0-5bcf-4e1a-886c-e00ae78698c8","2017-03-31","BART_075.basePlot.ltr","D01","BART","BART_075","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART075.20161011.NDL","NEON.LTR.BART075.20161011.NDL.CN",,"vegetation","N",-2.9,-29.5,0.50,52.00,113.6,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"e3632eab-8de5-4baf-a62f-8d1c98fef825","2017-03-31","BART_075.basePlot.ltr","D01","BART","BART_075","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART075.20161011.LVS","NEON.LTR.BART075.20161011.LVS.CN",,"vegetation","N",-3.0,-28.1,0.70,49.90,72.5,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"c89430a4-1bb8-40a1-a0a2-a25c30e02344","2017-03-30","BART_037.basePlot.ltr","D01","BART","BART_037","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART037.20161011.NDL","NEON.LTR.BART037.20161011.NDL.CN",,"vegetation","N",-2.2,-29.2,0.50,51.10,100.1,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"afe707f9-43c8-4ec7-a3ab-59b369445c6e","2017-03-30","BART_042.basePlot.ltr","D01","BART","BART_042","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART042.20161011.LVS","NEON.LTR.BART042.20161011.LVS.CN",,"vegetation","N",-2.0,-27.9,0.70,48.10,68.4,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"a7fb0977-7d25-4355-9062-b4d2f1b06325","2017-03-30","BART_046.basePlot.ltr","D01","BART","BART_046","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART046.20161011.LVS","NEON.LTR.BART046.20161011.LVS.CN",,"vegetation","N",-3.6,-28.1,0.60,50.50,82.6,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"2daadc22-6008-4672-ae3e-1ac6f36fcee8","2017-03-30","BART_050.basePlot.ltr","D01","BART","BART_050","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART050.20161011.LVS","NEON.LTR.BART050.20161011.LVS.CN",,"vegetation","N",-1.7,-27.9,0.70,47.70,65.8,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"b4f98206-b13f-4767-bd36-0487c4d58527","2017-03-30","BART_072.basePlot.ltr","D01","BART","BART_072","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART072.20161011.NDL","NEON.LTR.BART072.20161011.NDL.CN",,"vegetation","N",-1.6,-29.9,0.50,52.50,113.1,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"c679493c-0977-4f7a-9895-d4d52c8b2aeb","2017-03-31","BART_074.basePlot.ltr","D01","BART","BART_074","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART074.20161011.NDL","NEON.LTR.BART074.20161011.NDL.CN",,"vegetation","N",-2.1,-30.6,0.40,52.20,117.6,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"57a4e23a-ca81-42ff-98e1-701d1d0d5832","2017-04-22","BART_044.basePlot.ltr","D01","BART","BART_044","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART044.20161011.NDL","NEON.LTR.BART044.20161011.NDL.CN",,"vegetation","N",-1.9,-29.0,0.40,53.20,126.6,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"11a835c2-7594-49e0-9e83-97887a1996a1","2017-03-31","BART_074.basePlot.ltr","D01","BART","BART_074","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART074.20161011.LVS","NEON.LTR.BART074.20161011.LVS.CN",,"vegetation","N",-1.8,-28.2,0.70,50.00,73.5,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"165bec8d-f51e-447b-85bf-e5c6edd89525","2017-03-30","BART_037.basePlot.ltr","D01","BART","BART_037","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART037.20161011.NDL","NEON.LTR.BART037.20161011.NDL.CN",,"vegetation","N",-2.3,-29.3,0.50,50.90,98.2,"OK","OK",,,2,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"d4a6d91e-d433-4d97-a108-19d27fd20cce","2017-03-30","BART_044.basePlot.ltr","D01","BART","BART_044","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART044.20161011.LVS","NEON.LTR.BART044.20161011.LVS.CN",,"vegetation","N",-3.3,-28.4,0.60,50.30,88.2,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
"224f0df5-e843-492a-b981-dc9a16b5c950","2017-03-30","BART_050.basePlot.ltr","D01","BART","BART_050","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART050.20161011.NDL","NEON.LTR.BART050.20161011.NDL.CN",,"vegetation","N",-2.6,-29.1,0.50,52.20,113.7,"OK","OK",,,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError"
